experiment,model,layer,source,target,direction,auc_mj,auc_mj_ci_high,auc_mj_ci_low,auc_mj_p,bootstrap_unit,cb_delta_auc,cb_delta_auc_ci_high,cb_delta_auc_ci_low,cb_delta_auc_p,cb_meta_mj_auc,cb_meta_mj_auc_ci_high,cb_meta_mj_auc_ci_low,cb_meta_mj_auc_p,cb_sample_size,cb_truth_gt_auc,cb_truth_gt_auc_ci_high,cb_truth_gt_auc_ci_low,cb_truth_gt_auc_p,n_B,n_C,n_boot_valid,question_clusters,sample_size
Exp1,qwen25_14b,27,math,math,math->math,0.7575813146039256,0.7827163544308647,0.7307724969579754,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,27,movies,movies,movies->movies,0.7485378151260504,0.7915863958412044,0.7039559533156552,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,27,math,movies,math->movies,,,,,target_question,0.5070364145658263,0.5694063240309247,0.4428687606579566,0.0,0.7693165266106442,0.8012660097643366,0.7366384303581505,0.0,1340,0.26228011204481794,0.3008335783502783,0.22305694813348345,1.0,1190,150,1000,1274,
Exp2B,qwen25_14b,27,movies,math,movies->math,,,,,target_question,0.6463754561625497,0.6895280693714781,0.5969016374801708,0.0,0.8292133526495632,0.8513004959758962,0.805894097977266,0.0,1563,0.1828378964870135,0.2079689230284399,0.16036796594815672,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,28,math,movies,math->movies,0.7956582633053221,0.8280790574064472,0.7594873514599514,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,28,movies,math,movies->math,0.8572004914635711,0.8778823548654863,0.83659800468807,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,28,math,math,math->math,0.7540053669778046,0.7788168358346235,0.7269920853554089,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,28,movies,movies,movies->movies,0.7685602240896359,0.8101507330567707,0.7243424663299125,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,28,math,movies,math->movies,,,,,target_question,0.5234005602240897,0.5909724884231795,0.459822302025378,0.0,0.7880056022408963,0.8208666683990474,0.7505438110466999,0.0,1340,0.26460504201680674,0.3081357319653202,0.22435058850887254,1.0,1190,150,1000,1274,
Exp2B,qwen25_14b,28,movies,math,movies->math,,,,,target_question,0.7036303509318859,0.7442613367481734,0.6629324517006492,0.0,0.850745447543599,0.8717841508599339,0.8299374658202203,0.0,1563,0.1471150966117132,0.16949489873878198,0.1267072131696866,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,29,math,movies,math->movies,0.7844649859943977,0.8203575868623202,0.7502523612187535,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,29,movies,math,movies->math,0.8374838776720275,0.859433225469298,0.8139064719681722,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,29,math,math,math->math,0.7510590306431204,0.7783755045454123,0.7222691324370022,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,29,movies,movies,movies->movies,0.7987787114845938,0.8357328167109765,0.7603391536746736,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,29,math,movies,math->movies,,,,,target_question,0.5353389355742296,0.601120353925286,0.46264301541382746,0.0,0.7713949579831932,0.8077780178856556,0.7322545884187307,0.0,1340,0.2360560224089636,0.27481349859751314,0.20035975742500065,1.0,1190,150,1000,1274,
Exp2B,qwen25_14b,29,movies,math,movies->math,,,,,target_question,0.6696496793872598,0.7094723992889572,0.6254249240124055,0.0,0.8242314768969332,0.8460037135157303,0.8003704989271393,0.0,1563,0.1545817975096734,0.17729740834218297,0.1333654344448366,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,30,math,movies,math->movies,0.806812324929972,0.8384609677066314,0.7723584173355431,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,30,movies,math,movies->math,0.8102272102107059,0.8323869236193377,0.7868947603103267,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,30,math,math,math->math,0.731761138924037,0.7582918108487258,0.70419131406344,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,30,movies,movies,movies->movies,0.8206498599439775,0.8534549775492574,0.7835736988889558,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,30,math,movies,math->movies,,,,,target_question,0.5939719887955183,0.6549525643209015,0.526240820113297,0.0,0.8041120448179272,0.8350095642321406,0.7679452505631555,0.0,1340,0.21014005602240896,0.24541926474435988,0.17731102419527991,1.0,1190,150,1000,1274,
Exp2B,qwen25_14b,30,movies,math,movies->math,,,,,target_question,0.6234771658934063,0.6691749491463537,0.5760062930692434,0.0,0.7991173216457917,0.8233283071257459,0.77448991092835,0.0,1563,0.17564015575238548,0.19922447035292679,0.15271897761034323,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,31,math,movies,math->movies,0.7966330532212885,0.8311328470856086,0.7632971982940401,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,31,movies,math,movies->math,0.7914122242394235,0.8163981367771787,0.7662202944529368,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,31,math,math,math->math,0.7276961728191303,0.7569275338630973,0.6977444935914695,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,31,movies,movies,movies->movies,0.8307675070028011,0.8604071269505749,0.7947024579555406,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,31,math,movies,math->movies,,,,,target_question,0.5837759103641457,0.6481985575966963,0.5114768166565893,0.0,0.7946218487394958,0.8269505466880384,0.7564682502435227,0.0,1340,0.21084593837535015,0.24617172716086133,0.1768772270249214,1.0,1190,150,1000,1274,
Exp2B,qwen25_14b,31,movies,math,movies->math,,,,,target_question,0.5862964796782258,0.6308428468580946,0.5346785972695387,0.0,0.7845873600948696,0.8082259455739546,0.7579253541762127,0.0,1563,0.19829088041664375,0.22421251279275253,0.17542331193847904,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,32,math,movies,math->movies,0.7887563025210084,0.8211467733546508,0.7531440783340895,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,32,movies,math,movies->math,0.7950401300789154,0.8204810691128611,0.7696561882739805,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,32,math,math,math->math,0.7281271203535603,0.7565814967381115,0.6993945425520178,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,32,movies,movies,movies->movies,0.8287563025210084,0.8604279652570992,0.7932931830817532,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,32,math,movies,math->movies,,,,,target_question,0.56806162464986,0.6309855686960106,0.49679695056111456,0.0,0.786733893557423,0.8179270148016511,0.7494750887178784,0.0,1340,0.21867226890756303,0.2555506437736337,0.186067021330712,1.0,1190,150,1000,1274,
Exp2B,qwen25_14b,32,movies,math,movies->math,,,,,target_question,0.5941605080901995,0.6445431716283071,0.5458197348446531,0.0,0.7880838422181878,0.8138307927652907,0.76310592376092,0.0,1563,0.19392333412798837,0.21833475200011193,0.16887855764701867,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,33,math,movies,math->movies,0.7832997198879552,0.8197854963455017,0.7457453834516262,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,33,movies,math,movies->math,0.7923933175624874,0.816269331043559,0.7630117497355615,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,33,math,math,math->math,0.718346750777845,0.7478683499864048,0.6887840728080471,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,33,movies,movies,movies->movies,0.8268795518207283,0.8571394676221474,0.7914399169208894,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,33,math,movies,math->movies,,,,,target_question,0.5530700280112045,0.6200091264895075,0.4833917249510254,0.0,0.786280112044818,0.819332036402016,0.7500083557025556,0.0,1340,0.23321008403361346,0.26921515979365296,0.19933722068161605,1.0,1190,150,1000,1274,
Exp2B,qwen25_14b,33,movies,math,movies->math,,,,,target_question,0.5853704009340253,0.6314813080694796,0.5346867479319161,0.0,0.7884261551533378,0.8119997558889701,0.7621944695645906,0.0,1563,0.20305575421931257,0.2289457623271672,0.1794248476258193,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,34,math,movies,math->movies,0.7820224089635854,0.8160338535291559,0.7475251417348271,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,34,movies,math,movies->math,0.7707206298558007,0.7964713559562054,0.744069151444239,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,34,math,math,math->math,0.7151406233763058,0.7427424882427047,0.6864898091412638,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,34,movies,movies,movies->movies,0.8241680672268907,0.8546171571369878,0.7915461862744331,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,34,math,movies,math->movies,,,,,target_question,0.5575462184873949,0.6244117002850934,0.4838295810173326,0.0,0.7836470588235294,0.8174066716093042,0.7466886129864871,0.0,1340,0.22610084033613445,0.2634553572690792,0.19197628812738857,1.0,1190,150,1000,1274,
Exp2B,qwen25_14b,34,movies,math,movies->math,,,,,target_question,0.544940798200412,0.5970381249431004,0.4881030675248381,0.0,0.7665700855171065,0.7926526340931318,0.7392411593057866,0.0,1563,0.22162928731669448,0.24914921469948736,0.19499139053103642,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,35,math,movies,math->movies,0.790358543417367,0.8240484470975697,0.7540416197843435,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,35,movies,math,movies->math,0.781126026174714,0.8069856171224279,0.7538509132447851,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,35,math,math,math->math,0.7149878051016852,0.742311147342204,0.6855817605449075,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,35,movies,movies,movies->movies,0.8146274509803921,0.8467243747468758,0.7787767757500705,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,35,math,movies,math->movies,,,,,target_question,0.569703081232493,0.6354916882309944,0.5012136500114398,0.0,0.7908235294117647,0.8245797033183225,0.7559636089365539,0.0,1340,0.2211204481792717,0.25644437337875803,0.18804138082843716,1.0,1190,150,1000,1274,
Exp2B,qwen25_14b,35,movies,math,movies->math,,,,,target_question,0.5639208279082846,0.6188521989323573,0.5092025370203748,0.0,0.7774904794214912,0.8037214090855042,0.7506410890364779,0.0,1563,0.21356965151320656,0.23935487947485515,0.18682814393789737,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,36,math,movies,math->movies,0.7869635854341737,0.8202852405281755,0.7516977526443552,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,36,movies,math,movies->math,0.7693819417701246,0.7960023589150346,0.743633104380479,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,36,math,math,math->math,0.7155501763522889,0.7464641078649501,0.6870940514054261,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,36,movies,movies,movies->movies,0.8069131652661065,0.8394462719973077,0.7720845238719434,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,36,math,movies,math->movies,,,,,target_question,0.5718095238095238,0.6373648535397788,0.4957776321161935,0.0,0.7851204481792717,0.8193855808698358,0.746195342631816,0.0,1340,0.2133109243697479,0.25203584208300694,0.17977510100283872,1.0,1190,150,1000,1274,
Exp2B,qwen25_14b,36,movies,math,movies->math,,,,,target_question,0.5440513958421204,0.5953390080379545,0.48834259858570406,0.0,0.765316975665218,0.7910914290020502,0.7375734396327117,0.0,1563,0.22126557982309755,0.24923797440472273,0.1953690627688875,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,37,math,movies,math->movies,0.772733893557423,0.8082956622906122,0.7324903138989654,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,37,movies,math,movies->math,0.7532596137976564,0.7825557223617097,0.7248021365515359,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,37,math,math,math->math,0.7095566436216708,0.7415434751450908,0.6808514830711364,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,37,movies,movies,movies->movies,0.801187675070028,0.834577694886123,0.7652585487089224,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,37,math,movies,math->movies,,,,,target_question,0.5433389355742297,0.6156361155699235,0.47477167820576116,0.0,0.7712997198879552,0.8071154239433632,0.7362527518020218,0.0,1340,0.2279607843137255,0.263124575789153,0.1917493095700239,1.0,1190,150,1000,1274,
Exp2B,qwen25_14b,37,movies,math,movies->math,,,,,target_question,0.5113452287078297,0.5636686299774235,0.45342563472512637,0.0,0.7493688605258171,0.7758388826592881,0.720854504704095,0.0,1563,0.23802363181798733,0.26797441354253415,0.21148281078502998,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,38,math,movies,math->movies,0.7808347338935574,0.8173333941545412,0.7447540492066637,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,38,movies,math,movies->math,0.7454276772233531,0.7728298001892204,0.7155568822163249,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,38,math,math,math->math,0.7081140391092529,0.7369467492336821,0.6794819765547373,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,38,movies,movies,movies->movies,0.8043529411764706,0.8362934055191056,0.7703019529274062,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,38,math,movies,math->movies,,,,,target_question,0.5588683473389355,0.6289605301553655,0.49585652318787893,0.0,0.7798767507002801,0.8156974561405111,0.7483420348375485,0.0,1340,0.22100840336134453,0.25310446572767986,0.1853945236888373,1.0,1190,150,1000,1274,
Exp2B,qwen25_14b,38,movies,math,movies->math,,,,,target_question,0.4966777307097492,0.5556601716464546,0.43545177033965843,0.0,0.741211421026572,0.7705890352699213,0.7112107742824704,0.0,1563,0.24453369031682284,0.27458969544815054,0.21456265193736898,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,39,math,movies,math->movies,0.7739047619047619,0.8103712884892758,0.7381803669397526,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,39,movies,math,movies->math,0.7349000262847433,0.7659774824660267,0.703895784302216,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,39,math,math,math->math,0.7048773480527896,0.7341605847776344,0.6738316866546128,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,39,movies,movies,movies->movies,0.799047619047619,0.8336422685994866,0.7633068491659029,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,39,math,movies,math->movies,,,,,target_question,0.544532212885154,0.6205355490947535,0.4714730047542355,0.0,0.7735966386554621,0.8115355354933919,0.7379387360313585,0.0,1340,0.2290644257703081,0.2656828767904837,0.19062281924958155,1.0,1190,150,1000,1274,
Exp2B,qwen25_14b,39,movies,math,movies->math,,,,,target_question,0.4761511800627166,0.5303980087357192,0.41740613975468366,0.0,0.7305966636714285,0.7576707122159686,0.7006380311694642,0.0,1563,0.2544454836087119,0.28451492809341317,0.2266658736963538,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,40,math,movies,math->movies,0.7635070028011205,0.7991048328433422,0.722941057560869,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,40,movies,math,movies->math,0.7320667754732781,0.7603153860162108,0.7043990851361696,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,40,math,math,math->math,0.7042874695127542,0.7354208345784121,0.6711320203625171,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,40,movies,movies,movies->movies,0.7932380952380952,0.8294671509585336,0.7591940058080766,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,40,math,movies,math->movies,,,,,target_question,0.5238711484593838,0.6008410942151967,0.44574211929600077,0.0,0.7633389355742297,0.8007720399009567,0.7246551002000838,0.0,1340,0.23946778711484593,0.27844459146765504,0.19991273522696276,1.0,1190,150,1000,1274,
Exp2B,qwen25_14b,40,movies,math,movies->math,,,,,target_question,0.46818629158949343,0.5278665188647057,0.4110390250791257,0.0,0.7289401135745417,0.7578204695232458,0.7008487160103368,0.0,1563,0.26075382198504826,0.2899165077128508,0.23071676831131974,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,41,math,movies,math->movies,0.75103081232493,0.7899053602238808,0.7070580282238734,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,41,movies,math,movies->math,0.7333779562695225,0.7627646071984612,0.7038415375537429,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,41,math,math,math->math,0.7046786842957828,0.7356766312122733,0.6748175648664477,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,41,movies,movies,movies->movies,0.7851932773109244,0.8225089515281478,0.7487855618298481,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,41,math,movies,math->movies,,,,,target_question,0.4985490196078432,0.5738263938110048,0.42491221153720443,0.0,0.7507058823529412,0.7882802623399329,0.7129632112137437,0.0,1340,0.252156862745098,0.2896786910650769,0.2132133803995789,1.0,1190,150,1000,1274,
Exp2B,qwen25_14b,41,movies,math,movies->math,,,,,target_question,0.46752917300862507,0.5267705759229214,0.40758148652738907,0.0,0.7320178736253996,0.7611732302841011,0.7018498113992442,0.0,1563,0.26448870061677454,0.2949670942525261,0.23505917098070853,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,42,math,movies,math->movies,0.7537086834733894,0.7921036696652538,0.7141093895752282,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,42,movies,math,movies->math,0.7242210852542591,0.7559452566858794,0.6941591584964258,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,42,math,math,math->math,0.7040979748522247,0.7332343166062039,0.6734667591509452,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,42,movies,movies,movies->movies,0.7816918767507003,0.8169587798442441,0.7429551575942145,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,42,math,movies,math->movies,,,,,target_question,0.5048795518207283,0.574913699291004,0.43437521304196614,0.0,0.7538823529411764,0.7889036706845041,0.7165907277963295,0.0,1340,0.24900280112044818,0.2848600380147113,0.2133258225225599,1.0,1190,150,1000,1274,
Exp2B,qwen25_14b,42,movies,math,movies->math,,,,,target_question,0.44839632502613197,0.5134042165495225,0.3872218306982884,0.0,0.7233591901853992,0.7551207621786771,0.6918193351491891,0.0,1563,0.2749628651592672,0.3053197627173714,0.2417296123257075,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,43,math,movies,math->movies,0.7457759103641457,0.7830922043615085,0.7082000775189823,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,43,movies,math,movies->math,0.703022134198896,0.7340602247290267,0.6750711039306604,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,43,math,math,math->math,0.6965762593754011,0.7243239156401148,0.6667930434153767,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,43,movies,movies,movies->movies,0.7740336134453781,0.8095784352568833,0.7367696595180776,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,43,math,movies,math->movies,,,,,target_question,0.48687394957983193,0.5625962247334176,0.41235442572057224,0.0,0.7472717086834734,0.7854287975731664,0.7096324929211644,0.0,1340,0.26039775910364144,0.29887600388409885,0.22191930641420102,1.0,1190,150,1000,1274,
Exp2B,qwen25_14b,43,movies,math,movies->math,,,,,target_question,0.40488896224166077,0.46898940870955064,0.34164801516652576,0.0,0.7033705598650309,0.7351841228836475,0.6716133212762255,0.0,1563,0.2984815976233702,0.3298168414609261,0.26592899096379036,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,44,math,movies,math->movies,0.7428571428571429,0.7815634175731655,0.7055199839320467,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,44,movies,math,movies->math,0.6835469732812529,0.7161870019670091,0.6503960885807354,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,44,math,math,math->math,0.6920925711980341,0.7228163557484099,0.6597187538338898,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,44,movies,movies,movies->movies,0.7693781512605042,0.80282799099826,0.7311793852250488,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,44,math,movies,math->movies,,,,,target_question,0.480593837535014,0.551846608050553,0.4035818138900576,0.0,0.7442296918767507,0.7794315400119143,0.7059474427264077,0.0,1340,0.2636358543417367,0.3041097086174418,0.22679068561235557,1.0,1190,150,1000,1274,
Exp2B,qwen25_14b,44,movies,math,movies->math,,,,,target_question,0.36556270745080777,0.42906244900833596,0.2980754088693385,0.0,0.6847267303613235,0.7166762680268407,0.6514063898558032,0.0,1563,0.3191640229105157,0.3529301340024554,0.28721205472688827,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,45,math,movies,math->movies,0.7703305322128852,0.8049341943767964,0.7323461657214126,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,45,movies,math,movies->math,0.6536404369380108,0.6894499506947244,0.6170688433024543,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,45,math,math,math->math,0.6884524398965726,0.7162130603293188,0.6561981579150419,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,45,movies,movies,movies->movies,0.7692773109243698,0.8053420072695913,0.7330984318146438,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,45,math,movies,math->movies,,,,,target_question,0.531406162464986,0.6039988410782473,0.4572078878366776,0.0,0.7721792717086835,0.807074818958653,0.7362041385364024,0.0,1340,0.2407731092436975,0.27859909811087386,0.2023789745122577,1.0,1190,150,1000,1274,
Exp2B,qwen25_14b,45,movies,math,movies->math,,,,,target_question,0.3017702468932045,0.3725152905390974,0.22714541017677112,0.0,0.6570880172134504,0.6922784572815128,0.6206632830731521,0.0,1563,0.355317770320246,0.39426089376623397,0.31919115913842333,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,46,math,movies,math->movies,0.7268515406162465,0.7652242292967142,0.6887176419839564,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,46,movies,math,movies->math,0.5939404497747459,0.6296066834348522,0.5569578321274289,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,46,math,math,math->math,0.6711442421130488,0.7013273040248749,0.6365281270207098,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,46,movies,movies,movies->movies,0.7606386554621849,0.7986612380378337,0.720563524984923,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,46,math,movies,math->movies,,,,,target_question,0.4296918767507003,0.5046592929095287,0.35374529423041173,0.0,0.7367675070028011,0.7728819824547672,0.6986373012147634,0.0,1340,0.30707563025210083,0.35068808049816935,0.2666854504055201,1.0,1190,150,1000,1274,
Exp2B,qwen25_14b,46,movies,math,movies->math,,,,,target_question,0.17943157714572144,0.24852824632088544,0.10102199005871688,0.0,0.602811550616469,0.6376179698798277,0.5637211687125787,0.0,1563,0.4233799734707475,0.4621731601846594,0.3881114295650987,1.0,1314,249,1000,1493,
Exp1,qwen25_14b,47,math,movies,math->movies,0.6912324929971989,0.73091883630849,0.6465031658968029,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp1,qwen25_14b,47,movies,math,movies->math,0.5497820811403911,0.5896016726224523,0.5082306032044562,0.007,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,47,math,math,math->math,0.6885135672064208,0.7216657561211859,0.657594093632955,0.0,target_question,,,,,,,,,,,,,,1314,249,1000,1493,1563
Exp1,qwen25_14b,47,movies,movies,movies->movies,0.758095238095238,0.7935076877340883,0.7190743329373618,0.0,target_question,,,,,,,,,,,,,,1190,150,1000,1274,1340
Exp2B,qwen25_14b,47,math,movies,math->movies,,,,,target_question,0.3431148459383753,0.42333046923596673,0.27034300690740565,0.0,0.7017871148459384,0.7468562850187901,0.661458280995855,0.0,1340,0.35867226890756304,0.399954515166419,0.3161112411587429,1.0,1190,150,1000,1274,
Exp2B,qwen25_14b,47,movies,math,movies->math,,,,,target_question,0.08585941941281106,0.16494786479521506,0.00918142378253967,0.018,0.5714272615576461,0.6119382354758515,0.5319024168309036,0.0,1563,0.48556784214483506,0.5246347810221729,0.44568487112174243,0.776,1314,249,1000,1493,
Exp1,olmo3_7b_it,0,math,movies,math->movies,0.45508166969147007,0.5259067258595217,0.38368286507731614,0.889,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,0,movies,math,movies->math,0.43543334493560737,0.4972720777746618,0.3683931806163388,0.979,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,0,math,math,math->math,0.5972415593456317,0.6563663160873461,0.5368380598755155,0.003,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,0,movies,movies,movies->movies,0.5443997925849106,0.612654531815876,0.46599400236609206,0.126,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,0,math,movies,math->movies,,,,,target_question,-0.026963961628208466,0.07256023260296204,-0.11987927839546544,0.697,0.4349883329012186,0.506910035305377,0.3669667127795594,0.959,249,0.46195229452942704,0.5346279961945376,0.38831149903064605,0.848,133,116,1000,249,
Exp2B,olmo3_7b_it,0,movies,math,movies->math,,,,,target_question,-0.06691611555864951,0.04684235536130429,-0.16501230459280486,0.9,0.4286025060911939,0.49393820508318337,0.3658489922906915,0.982,325,0.4955186216498434,0.5604568652210162,0.4295875630122825,0.549,104,221,1000,318,
